id_aluno,idade,curso,turno,modalidade,cidade,renda_familiar,horas_estudo_semana,frequencia_percentual,nota_anterior,acessos_ava_mes,atividades_entregues_percentual,horas_sono,distancia_km,internet_estavel,trabalha,recebeu_monitoria,satisfacao_curso,nota_final,aprovado,risco_evasao
AL03077,32,Administração,Matutino,Presencial,Pomerode,3310,5.7,83.9,4.6,40,78.2,8.2,10.6,Sim,Não,Sim,8,5.9,Não,Não
AL03078,16,Eletromecânica,Matutino,Presencial,Timbó,4605,0,91.7,8.1,31,80.9,7.9,5.8,Sim,Sim,Sim,9,7.3,Sim,Não
AL03079,26,Administração,Noturno,Híbrido,Blumenau,3867,12.5,80.6,7.9,29,100,6.3,10.4,Sim,Sim,Não,6,7.6,Sim,Não
AL03080,28,Administração,Noturno,Presencial,Blumenau,2461,8.3,89.6,6.1,40,92.5,6.3,9.6,Sim,Não,Não,6,7.9,Sim,Não
AL03081,16,Automação Industrial,Matutino,Presencial,Gaspar,5936,7.8,87.6,6.3,27,79.3,6.5,6.6,Sim,Sim,Não,6,5,Não,Sim
AL03082,28,Administração,Matutino,Presencial,Indaial,2496,5.3,76.5,5.1,29,88.4,6.4,2,Sim,Sim,Não,6,6.5,Sim,Sim
AL03083,34,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,1472,2.7,96.6,7.3,40,74.9,6,7.4,Não,Sim,Sim,6,6.6,Sim,Não
AL03084,38,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,2028,5.2,68.2,6.6,27,77,6.5,16.3,Sim,Sim,Sim,9,7,Não,Não
AL03085,34,Automação Industrial,Matutino,Presencial,Indaial,1451,3,77.6,6.5,25,66.8,5.8,4.5,Sim,Sim,Não,8,4.7,Não,Não
AL03086,16,Eletromecânica,Noturno,Híbrido,Blumenau,4151,6.3,83.6,5.8,46,99.7,7.3,4.5,Sim,Não,Não,6,7.2,Sim,Não
AL03087,16,Automação Industrial,Matutino,Híbrido,Blumenau,3123,4.9,72.7,8.1,13,100,6.7,9.6,Sim,Não,Não,7,7.6,Não,Não
AL03088,17,Desenvolvimento de Sistemas,Matutino,Presencial,Indaial,2770,4.3,75.3,6.9,24,72.6,6.7,4.1,Não,Sim,Sim,5,6.4,Sim,Não
AL03089,25,Automação Industrial,Matutino,Híbrido,Blumenau,2699,4.9,57.1,6.6,35,69.7,7,4.8,Sim,Sim,Não,7,5.2,Não,Sim
AL03090,21,Eletromecânica,Matutino,Presencial,Timbó,8839,11.2,89.5,6,61,100,8.3,5.4,Sim,Não,Não,8,8,Sim,Não
AL03091,16,Eletromecânica,Matutino,Presencial,Gaspar,2878,7.5,84.1,6.3,62,80.3,8.7,10.8,Sim,Sim,Sim,4,6.9,Sim,Não
AL03092,20,Automação Industrial,Noturno,Presencial,Brusque,1546,8.9,65,7.9,29,84.3,6.6,7.7,Sim,Não,Não,6,7.2,Não,Não
AL03093,40,Desenvolvimento de Sistemas,Matutino,Híbrido,Indaial,1908,1,94.7,6.4,20,78,7.7,15.1,Não,Sim,Sim,8,6.9,Sim,Não
AL03094,24,Automação Industrial,Matutino,Presencial,Blumenau,3031,7.3,80.4,10,31,82.6,5.7,3,Sim,Sim,Sim,9,8.1,Sim,Não
AL03095,33,Eletromecânica,Noturno,Presencial,Blumenau,1899,2.2,100,4.9,48,88.2,6.4,3.3,Não,Sim,Sim,8,6.6,Sim,Não
AL03096,26,Administração,Noturno,Presencial,Brusque,2489,7.4,83.2,5.4,30,83.5,6.8,16.5,Sim,Sim,Não,6,6.7,Sim,Não
AL03097,17,Administração,Matutino,Presencial,Blumenau,7768,18,80.1,4.3,56,92.8,6.6,16.9,Sim,Não,Não,8,6.1,Sim,Não
AL03098,17,Administração,Noturno,Presencial,Pomerode,5327,13.5,82.9,7.5,45,100,6.6,8,Sim,Não,Não,7,7.5,Sim,Não
AL03099,34,Eletromecânica,Noturno,Híbrido,Indaial,2722,0,76.1,9.3,10,54.2,6,14.5,Sim,Sim,Não,7,8.5,Sim,Não
AL03100,30,Administração,Matutino,Presencial,Timbó,2009,7.5,93.5,7.4,39,59.5,4.8,10.9,Sim,Sim,Não,5,6.5,Sim,Sim
AL03101,34,Desenvolvimento de Sistemas,Noturno,Presencial,Indaial,1826,10.2,86,9.7,35,79.4,5.3,4.1,Não,Sim,Não,5,7.6,Sim,Sim
AL03102,28,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,1523,9.2,89.9,7.7,47,70.4,8.5,4.3,Sim,Não,Não,7,5.8,Não,Sim
AL03103,22,Eletromecânica,Matutino,Híbrido,Blumenau,10452,5.2,,6.7,43,85.4,5.8,7.4,Sim,Sim,Não,7,6.5,Sim,Não
AL03104,30,Automação Industrial,Noturno,Presencial,Pomerode,3735,14.5,68.9,4.5,61,100,5.3,5.5,Sim,Sim,Não,8,6.1,Não,Não
AL03105,20,Desenvolvimento de Sistemas,Matutino,Presencial,Pomerode,4166,10,66.5,7.2,43,84.3,7.3,10,Sim,Sim,Não,7,5.9,Não,Não
AL03106,31,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,2182,10.7,96.9,5.4,33,100,5.6,9,Sim,Sim,Sim,8,7.8,Sim,Não
AL03107,25,Administração,Matutino,Presencial,Indaial,4734,6.2,70,4.7,25,81.8,8.2,6.8,Sim,Não,Não,7,4.6,Não,Não
AL03108,27,Desenvolvimento de Sistemas,Matutino,Híbrido,Gaspar,1550,10.1,87.4,8.9,27,93.7,7.4,5.4,Sim,Sim,Não,9,8.6,Sim,Não
AL03109,30,Eletromecânica,Noturno,Presencial,Pomerode,2944,10.1,83.6,6.4,40,96.4,6.4,19.7,Sim,Sim,Não,8,6.8,Sim,Não
AL03110,27,Eletromecânica,Matutino,Presencial,Blumenau,4076,3.4,100,6.1,21,80.5,7.4,16.9,Sim,Sim,Sim,9,6.7,Sim,Não
AL03111,34,Desenvolvimento de Sistemas,Matutino,Presencial,Pomerode,2156,8.9,76.8,8.7,48,55.7,6,5.1,Sim,Sim,Sim,7,6.2,Sim,Sim
AL03112,30,Desenvolvimento de Sistemas,Matutino,Presencial,Pomerode,1379,4.9,93,7.5,38,60.4,6.9,44,Sim,Sim,Não,5,6.3,Sim,Não
AL03113,40,Automação Industrial,Noturno,Presencial,Pomerode,5035,7.9,94.9,7.1,41,85.8,5.9,4.5,Sim,nao,Sim,7,7.2,Sim,Não
AL03114,25,Administração,Matutino,Presencial,Brusque,3669,10.5,70.2,7.5,39,86.8,6.3,7,Sim,Sim,Não,8,6.9,Não,Não
AL03115,33,Eletromecânica,Matutino,Presencial,Blumenau,3155,9.1,67.3,4.4,45,66.4,8,22,Sim,Não,Não,6,4.4,Não,Não
AL03116,19,Automação Industrial,Noturno,Presencial,Timbó,6035,13.6,74.6,5.1,53,94.4,6.9,8.5,Sim,Não,Não,8,6.1,Não,Não
AL03117,38,Automação Industrial,Matutino,Presencial,Indaial,1382,5.2,78.9,7.2,28,68.6,7.4,2.7,Sim,Sim,Sim,5,7.5,Sim,Não
AL03118,18,Eletromecânica,Noturno,Presencial,Brusque,2324,12.3,85.9,8.3,45,98,6.8,10.4,Sim,Não,Não,8,7.4,Sim,Não
AL03119,36,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,,4.8,89.5,3.8,8,78.4,5.2,9.2,Sim,Sim,Não,7,5.8,Não,Sim
AL03120,16,Administração,Noturno,Presencial,Pomerode,2477,7.5,76,4.1,54,90.3,6.5,11.7,Sim,Não,Sim,6,7.2,Sim,Não
AL03121,23,Eletromecânica,Matutino,Presencial,Indaial,1817,15.9,100,6.7,43,100,7,8.4,Sim,Não,Não,8,7.8,Sim,Não
AL03122,29,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,7452,7.9,81.7,6.8,31,88.8,5.3,9,Sim,Sim,Não,9,6.5,Sim,Não
AL03123,18,Administração,Matutino,Presencial,Timbó,1728,10.8,78.2,6.8,36,75.2,6.6,17.3,Não,Não,Não,8,5.8,Não,Não
AL03124,16,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,4613,12.1,78.3,6.3,60,100,7,9.9,SIM,Sim,Não,4,6.9,Sim,Sim
AL03125,25,Automação Industrial,Matutino,Presencial,Indaial,2017,9.3,96.3,5.8,42,73.9,7.3,20.1,Não,Sim,Sim,6,6.1,Sim,Não
AL03126,34,Eletromecânica,Matutino,Híbrido,Gaspar,3486,6.1,100,6.5,46,71.7,6.2,11.7,Sim,Sim,Sim,8,5.7,Não,Não
AL03127,33,Automação Industrial,Noturno,Presencial,Timbó,2171,3.1,90.6,5.2,16,73.8,6.6,5.6,Sim,Sim,Sim,7,5.9,Não,Não
AL03128,24,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,3009,0,73.9,8.8,13,64.4,4.9,4,Sim,Sim,Não,6,5.2,Não,Não
AL03129,26,Eletromecânica,Noturno,Presencial,Gaspar,5265,4.9,75.3,7,25,83.9,6.2,5.8,Sim,Sim,Não,6,5.4,Não,Não
AL03130,35,Eletromecânica,Matutino,Presencial,Indaial,14000,3.1,81,6.1,22,57,5.8,2.8,Sim,Sim,Sim,5,6.4,Sim,Sim
AL03131,25,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,2144,8.1,78.3,6.9,27,100,6.3,5.9,Sim,Não,Não,4,5,Não,Não
AL03132,36,Eletromecânica,Matutino,Presencial,Pomerode,5154,7.6,100,7.5,37,81.6,5.3,9.9,Sim,Sim,Não,8,6.8,Sim,Não
AL03133,19,Administração,Noturno,Presencial,Pomerode,1712,1.4,85.7,3.9,22,53.9,6.7,18.9,Sim,Sim,Não,8,4.8,Não,Não
AL03134,29,Automação Industrial,Matutino,Presencial,Brusque,5992,12.9,71.3,5.3,44,99.8,5,2.5,Sim,Sim,Não,6,7.3,Não,Não
AL03135,29,Desenvolvimento de Sistemas,Noturno,Presencial,Blumenau,2637,11.4,75.7,7.5,44,68.1,7.2,4.6,Não,Sim,Não,6,6.2,Sim,Não
AL03136,19,Eletromecânica,Matutino,Presencial,Timbó,1050,9.5,56.4,3.5,22,74.4,7.8,11.8,Não,Não,Não,7,3.8,Não,Sim
AL03137,21,Administração,Matutino,Presencial,Timbó,3190,13.1,91.3,7.2,42,94.6,5.5,10.6,Sim,Não,Não,7,7.4,Sim,Sim
AL03138,36,Eletromecânica,Matutino,Híbrido,Pomerode,3278,6.9,88.1,7.1,43,92.5,7.7,5.6,Não,Sim,Sim,9,6.9,Sim,Não
AL03139,16,Eletromecânica,Noturno,Híbrido,Blumenau,7842,9.8,94.7,7.9,39,83.1,6.5,3.6,Sim,Sim,Não,9,6.3,Sim,Não
AL03140,37,Eletromecânica,Noturno,Presencial,Pomerode,2327,4.1,99.3,7.2,11,81.4,6,3.5,Não,Sim,Não,8,7.4,Sim,Não
AL03141,16,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,5363,12.5,71.5,6,44,90.6,7.8,6.1,Sim,Não,Não,6,6.5,Não,Não
AL03142,21,Eletromecânica,Matutino,Presencial,Pomerode,250000,11.6,81.1,5.6,42,98,7.4,4.5,Não,Não,Sim,8,7.4,Sim,Não
AL03143,23,Desenvolvimento de Sistemas,Matutino,Presencial,Pomerode,3766,4.3,60.8,5.2,45,84,6.3,10.8,Sim,Sim,Não,6,5.1,Não,Sim
AL03144,26,Desenvolvimento de Sistemas,Noturno,Presencial,Indaial,2550,9.4,93.6,7.9,31,100,7.5,4.5,Sim,Sim,Não,8,8.1,Sim,Não
AL03145,40,Desenvolvimento de Sistemas,Matutino,Presencial,Timbó,2131,17.5,73.4,6.4,41,94.4,7.6,12,Sim,Sim,Sim,5,6.6,Não,Sim
AL03146,40,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,3933,9.1,82.6,7,49,100,6.8,5.7,Sim,Sim,Não,9,6.3,Sim,Sim
AL03147,17,Desenvolvimento de Sistemas,Matutino,Presencial,Indaial,3294,6.5,75.7,4.7,12,85.5,5.7,8.4,Sim,Não,Não,8,6.8,Sim,Não
AL03148,18,Desenvolvimento de Sistemas,Matutino,Presencial,Indaial,1644,13.3,84.7,6.6,53,96.2,9.2,5.2,Sim,Não,Sim,8,6.7,Sim,Não
AL03149,29,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,2879,13.1,76,5.7,43,82.1,7,3.3,Não,Não,Sim,8,5.4,Não,Sim
AL03150,27,Automação Industrial,Matutino,Presencial,Gaspar,2345,11.5,63.9,5.9,28,88.8,4.4,14.1,Sim,Sim,Não,6,6.4,Não,Sim
AL03151,37,Eletromecânica,Noturno,Presencial,Pomerode,4495,8.2,70.8,5.7,24,81.4,7,19.7,Sim,Sim,Sim,8,5.7,Não,Não
AL03152,30,Automação Industrial,Matutino,Presencial,Brusque,4188,3.4,80.2,5.5,16,92.1,6.7,12.1,Sim,Sim,Não,8,5.8,Não,Não
AL03153,16,Eletromecânica,Matutino,Presencial,Indaial,2963,9.5,88.3,6.7,23,83.8,7.8,5.1,Sim,Não,Não,6,6.5,Sim,Não
AL03154,30,Automação Industrial,Matutino,Presencial,Timbó,2276,5.9,90.8,6.4,42,90,8.2,17.3,Não,Sim,Sim,7,7.7,Sim,Não
AL03155,16,Automação Industrial,Matutino,Presencial,Gaspar,1472,10.3,72.2,7,52,87.4,6.3,5.3,Sim,Não,Não,8,7.7,Não,Não
AL03156,25,Administração,Noturno,Presencial,Pomerode,1836,4.8,85.2,5.5,28,70.6,6.2,10,Sim,Sim,Não,8,5.3,Não,Não
AL03157,29,Desenvolvimento de Sistemas,noturno ,Presencial,Gaspar,10010,12.2,66.7,10,43,87.1,6,4.4,Não,Sim,Sim,7,6.5,Não,Sim
AL03158,34,Automação Industrial,Noturno,Presencial,Timbó,1157,14.1,93,5.4,48,100,6,3.5,Não,Sim,Sim,8,7.3,Sim,Não
AL03159,32,Administração,Matutino,Híbrido,Blumenau,1164,8.7,85.2,5.4,42,100,6.5,6.1,Sim,Sim,Não,9,6.4,Sim,Não
AL03160,38,Administração,Matutino,Presencial,Blumenau,5573,5.7,92.6,6.5,49,46.1,7.8,2.8,Sim,Não,Não,7,5.6,Não,Não
AL03161,28,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,2615,10.3,93,7,43,72.3,6.4,5.3,Sim,Sim,Não,6,6.2,Sim,Não
AL03162,38,Automação Industrial,Matutino,Presencial,Timbó,4711,9.9,96.9,5.2,54,84.8,5.1,9.3,Sim,Sim,Não,8,6.2,Sim,Não
AL03163,23,Automação Industrial,Noturno,Presencial,Blumenau,3268,8.7,87.5,4.5,34,64.9,5.4,8.7,Sim,Sim,Não,7,5.6,Não,Não
AL03164,25,Automação Industrial,Matutino,Presencial,Timbó,2319,5.2,99.5,5.8,35,74.3,7.1,4.7,Não,Sim,Não,10,5.1,Não,Sim
AL03165,20,Eletromecânica,Noturno,Presencial,Indaial,1424,7.9,87.5,6,43,100,6.5,11.6,Sim,Sim,Sim,7,6.7,Sim,Não
AL03166,16,desenv. sistemas,Noturno,Presencial,Timbó,1900,13.1,87.3,6.4,55,100,5.7,15.1,Sim,Sim,Não,6,6.9,Sim,Sim
AL03167,42,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,5815,14.1,,5.8,26,75,6.8,27.9,Não,Sim,Não,8,6.1,Sim,Não
AL03168,22,Automação Industrial,Noturno,Presencial,Pomerode,1500,13.2,69.9,6.1,53,77.5,6.7,14.3,Sim,Sim,Não,8,5.1,Não,Sim
AL03169,22,Automação Industrial,Noturno,Híbrido,Timbó,6110,5.6,85.1,6.6,34,83.6,5.8,4.2,Sim,Sim,Sim,9,7,Sim,Não
AL03170,24,Administração,Matutino,Híbrido,Pomerode,2189,0.7,86.9,5.1,24,66.7,5.9,8.2,Sim,Sim,Não,7,4.3,Não,Não
AL03171,21,Administração,Matutino,Presencial,Blumenau,4054,4.9,90.5,7,39,100,7.9,14.1,Sim,Não,Não,10,7.4,Sim,Não
AL03172,16,Automação Industrial,Matutino,Presencial,Timbó,5114,6.8,91.5,4.2,33,78.3,6.1,2.5,Sim,Não,Sim,10,7.3,Sim,Não
AL03173,25,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,5614,11.3,89.4,6.7,36,94.8,7,13.3,Sim,Sim,Não,10,7.3,Sim,Não
AL03174,29,Administração,Noturno,Presencial,Blumenau,3632,1.5,69.6,6.6,6,69.9,5.2,5,Sim,Sim,Não,6,5.1,Não,Não
AL03175,42,Eletromecânica,Noturno,Presencial,Gaspar,4093,16.6,63.7,5.4,55,100,7,6,Sim,Sim,Sim,7,7.8,Não,Não
AL03176,28,Eletromecânica,Matutino,Presencial,Gaspar,1602,1,80.1,5.4,12,61.3,8.3,15.6,Sim,Não,Não,6,4.1,Não,Não
AL03177,36,Eletromecânica,Matutino,Presencial,Timbó,3685,9.3,71.6,6.3,35,100,4.8,5.4,Sim,Sim,Não,7,7.4,Não,Sim
AL03178,25,Administração,Noturno,Presencial,Timbó,3648,7.2,69.8,5.9,42,99,6.3,6.7,Sim,Sim,Não,8,6.6,Não,Não
AL03179,29,Eletromecânica,Matutino,Presencial,Pomerode,2687,6.6,73.6,7.4,51,76.7,6.8,7.1,Sim,Sim,Não,4,6.7,Não,Não
AL03180,43,Administração,Noturno,Presencial,Indaial,2286,11.6,76.2,7.3,45,82.4,7.1,9.1,Não,Não,Não,7,6.4,Sim,Não
AL03181,39,Administração,Matutino,Presencial,Pomerode,3367,6.2,79.9,5.6,27,70.2,7.2,4.1,Sim,Sim,Sim,8,5.4,Não,Não
AL03182,35,Automação Industrial,Matutino,Híbrido,Timbó,1885,4.9,78.4,9.2,26,91.8,7.8,8.2,Sim,Sim,Não,5,7.8,Sim,Sim
AL03183,18,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,2061,15.1,95.4,7.8,41,88.9,6.5,2.3,Não,Não,Não,7,6.6,Sim,Não
AL03184,27,Administração,Matutino,Presencial,Indaial,4071,5.5,92.8,6.1,40,59.9,5.4,3.7,Sim,Sim,Sim,6,6.7,Sim,Não
AL03185,24,Eletromecânica,Matutino,Presencial,Brusque,6293,0.8,75.7,6.6,13,68.5,5.3,10.2,Sim,Sim,Não,5,4.5,Não,Não
AL03186,26,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,1497,6.8,85.2,8.3,48,80,5.6,7.5,Não,Sim,Não,9,6,Sim,Não
AL03187,24,Automação Industrial,Matutino,Presencial,Pomerode,3408,5.9,78.8,7.1,29,82.8,6.9,11.2,Sim,Sim,Não,6,5.4,Não,Não
AL03188,33,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,900,14.2,100,5.9,37,80.1,7.6,12.5,Sim,Sim,Não,8,7.2,Sim,Não
AL03189,22,Desenvolvimento de Sistemas,Matutino,Híbrido,Timbó,900,7,83.9,5.6,23,89.9,5.8,13,Sim,Sim,Não,5,5.9,Não,Não
AL03190,25,Administração,Noturno,Presencial,Gaspar,1725,11.2,96.1,6.4,26,72.4,7.8,4.6,Sim,Sim,Não,7,7.1,Sim,Não
AL03191,16,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,2424,4.7,97.9,6.7,23,86.8,7.4,11.2,Sim,Não,Sim,6,6.6,Sim,Não
AL03192,31,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,1005,5.1,80.5,6,30,78.7,7.3,5.1,Sim,Sim,Não,10,5.7,Não,Não
AL03193,35,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,4987,7.4,80.8,8.1,34,100,5.7,6,Sim,Sim,Não,6,7.8,Sim,Não
AL03194,32,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,1952,6.5,76.7,7.8,19,75,8.2,11.7,Não,Sim,Sim,10,5.7,Não,Não
AL03195,32,Eletromecânica,Noturno,Presencial,Blumenau,2994,1.6,100,3.6,30,95.8,7.5,5.8,Sim,Sim,Não,7,5.8,Não,Não
AL03196,31,Eletromecânica,Matutino,Presencial,Blumenau,2008,9.7,83.3,8.1,19,100,5.6,2.3,Sim,Não,Sim,8,6.3,Sim,Não
AL03197,19,Automação Industrial,Matutino,Presencial,Pomerode,7732,7.4,74.9,6.9,34,87.3,8.3,11.4,Sim,Sim,Não,6,7.3,Não,Sim
AL03198,27,Automação Industrial,Noturno,Híbrido,Blumenau,3722,11,95.8,8.6,37,97.1,5.3,7.4,Sim,Sim,Não,6,7.6,Sim,Não
AL03199,29,Desenvolvimento de Sistemas,Matutino,Híbrido,Gaspar,1805,9.1,93.5,7.8,35,97.9,7,10,Não,Sim,Não,6,8.3,Sim,Sim
AL03200,40,Desenvolvimento de Sistemas,Noturno,Híbrido,Timbó,2970,4.5,79.9,5.5,45,79.2,8.7,5.7,Sim,Sim,Sim,10,6.3,Sim,Não
AL03201,26,Desenvolvimento de Sistemas,Noturno,Presencial,Gaspar,2357,13.6,92.2,5.4,53,82.3,8,9.1,Sim,Sim,Não,8,6.9,Sim,Não
AL03202,25,Eletromecânica,Noturno,Híbrido,Timbó,3015,14,79.1,5.6,52,100,5.9,8,Sim,Sim,Não,5,6.3,Sim,Não
AL03203,38,Administração,Matutino,Híbrido,Indaial,3943,4.6,100,6.2,21,71.1,6.6,3,Sim,Sim,Não,7,6.3,Sim,Não
AL03204,17,Eletromecânica,Matutino,Presencial,Gaspar,3552,4,78.5,6.1,31,78.4,7.5,14.8,Sim,Sim,Sim,8,6.7,Sim,Não
AL03205,22,Automação Industrial,Noturno,Presencial,Indaial,2174,11.2,84.2,5.7,50,83,5.8,6.6,Sim,Não,Não,7,6,Sim,Não
AL03206,21,Desenvolvimento de Sistemas,Matutino,Presencial,Indaial,1581,13.4,92.1,5.1,36,96.1,6.3,10.2,Sim,Não,Não,7,6.2,Sim,Não
AL03207,33,Eletromecânica,Noturno,Presencial,Timbó,1704,13.6,81.8,7.9,44,87.6,5.5,11.9,Sim,Sim,Não,7,6.9,Sim,Não
AL03208,56,Automação Industrial,Noturno,Presencial,Brusque,1707,6.1,69.4,6.4,13,81.8,6.6,2.7,Não,Sim,Não,9,5.5,Não,Não
AL03209,28,Administração,Noturno,Presencial,Pomerode,1605,15.6,72.3,6.6,52,93.2,5.5,4.2,Sim,Sim,Não,5,7.3,Não,Sim
AL03210,26,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,3008,7.5,80.3,6.5,27,100,5.2,5.9,Sim,Sim,Sim,10,6.6,Sim,Não
AL03211,32,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,2034,12.7,79.1,6,38,70.3,5.8,4.3,Não,Sim,Não,8,7,Sim,Não
AL03212,16,Eletromecânica,Noturno,Híbrido,Brusque,1621,13.9,98.9,5.8,26,83.7,6.4,11,Sim,Não,Não,8,7.5,Sim,Não
AL03213,31,Desenvolvimento de Sistemas,Matutino,Híbrido,Gaspar,5522,4.8,78.5,6.3,23,64.4,7,5.3,Sim,Sim,Não,8,6.2,Sim,Não
AL03214,16,Eletromecânica,Noturno,Presencial,Pomerode,4903,14.3,68.1,6,47,82.9,7.3,9.8,Sim,Não,Não,7,6.1,Não,Não
AL03215,16,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,3352,12,84.2,7.8,36,100,5.9,17.8,Sim,Sim,Não,5,7.3,Sim,Não
AL03216,32,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,4910,12,86.4,7.2,30,79.3,7.7,5.9,Sim,Não,Não,6,7.7,Sim,Sim
AL03217,16,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,4311,10,97,6.4,48,86.9,4.8,7.1,Sim,Não,Sim,5,8.1,Sim,Não
AL03218,23,Administração,Matutino,Presencial,Gaspar,1487,6.8,89.1,7.5,32,87.5,8.6,12.3,Sim,Não,Não,10,6.6,Sim,Não
AL03219,19,Desenvolvimento de Sistemas,Noturno,Presencial,Pomerode,1464,5.4,91.2,5.2,41,92.4,5.4,5.2,Sim,Sim,Não,10,7.5,Sim,Não
AL03220,31,Eletromecânica,Noturno,Presencial,Pomerode,1487,8.8,79.6,4.8,31,100,8.9,5.4,Sim,Não,Não,8,6.5,Sim,Não
AL03221,23,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,7941,11,64.8,5.7,51,84.5,7.9,30,Sim,Não,Não,9,5.5,Não,Não
AL03222,24,Desenvolvimento de Sistemas,Noturno,Híbrido,Blumenau,900,9.8,89.8,8.6,22,95.9,6.8,5.3,Sim,Sim,Não,8,6.8,Sim,Não
AL03223,28,Automação Industrial,Noturno,Presencial,Blumenau,1632,5.9,77.9,6.5,15,81.9,8.6,9.4,Sim,Sim,Sim,6,7.3,Sim,Não
AL03224,40,Eletromecânica,Noturno,Híbrido,Brusque,1372,9.9,81.7,6.1,37,100,6.6,9.9,Sim,Sim,Não,8,6.8,Sim,Não
AL03225,19,Desenvolvimento de Sistemas,Matutino,Presencial,Gaspar,2924,7.9,84,7,31,71.8,6.8,7,Sim,Não,Sim,6,6.4,Sim,Sim
AL03226,34,Automação Industrial,Noturno,Presencial,Brusque,5128,8.8,93.9,4.7,32,100,7,11.1,Sim,Não,Sim,9,6.8,Sim,Não
AL03227,21,Desenvolvimento de Sistemas,Matutino,Presencial,Brusque,2983,10.9,100,8.4,55,77.6,6.9,7.5,Sim,Não,Não,8,7.2,Sim,Não
AL03228,23,Desenvolvimento de Sistemas,Noturno,Híbrido,Timbó,2428,5.1,85.2,6.1,37,72.6,5.3,14.6,Não,Sim,Não,10,6.9,Sim,Não
AL03229,34,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,4739,8.9,89.8,7.3,19,98.5,7.6,17.9,Sim,Não,Não,,7.6,Sim,Não
AL03230,30,Automação Industrial,Matutino,Híbrido,Pomerode,3725,13.5,62.2,,56,85.9,6.5,2.3,Sim,Não,Sim,9,6.1,Não,Não
AL03231,17,Eletromecânica,Noturno,Presencial,Blumenau,3822,2.2,85.7,5.9,23,89.6,6.3,7,Sim,Não,Não,8,6.7,Sim,Não
AL03232,27,Automação Industrial,Matutino,Presencial,Gaspar,1353,12.8,76.4,6.2,31,88.7,6.7,2.8,Sim,Sim,Não,7,6.4,Sim,Não
AL03233,45,Eletromecânica,Matutino,Presencial,Brusque,3997,19,78.7,8.9,59,100,7.3,5.5,Não,Não,Não,9,9.6,Sim,Não
AL03234,29,Eletromecânica,Matutino,Presencial,Brusque,3494,10.3,85.7,6.1,46,83.4,7.1,10.5,Sim,Sim,Sim,8,7.6,Sim,Não
AL03235,39,Desenvolvimento de Sistemas,Matutino,Presencial,Blumenau,1169,3,77.7,4.3,22,61.7,6.9,12,Sim,Sim,Não,9,5.2,Não,Não
AL03236,29,Eletromecânica,Matutino,Híbrido,Indaial,1452,4.2,91.9,6.1,27,66.1,7.1,6.2,Não,Sim,Sim,7,5.8,Não,Sim
AL03237,24,Desenvolvimento de Sistemas,Noturno,Presencial,Timbó,3470,16.3,93.7,6.4,65,100,6.3,5.9,Sim,Sim,Não,6,6.8,Sim,Não
AL03238,29,Automação Industrial,Matutino,Presencial,Timbó,900,7.4,100,6.5,45,85.4,7,18.1,Não,Sim,Sim,8,6.8,Sim,Não
AL03239,24,Administração,Noturno,Presencial,Indaial,2903,5.1,86.7,8.7,30,66.1,6.1,4.8,Sim,Sim,Não,7,6.3,Sim,Não
AL03240,24,Administração,Noturno,Presencial,Blumenau,5197,4.6,67.2,7,34,98.1,5.6,15.8,Não,Sim,Não,7,6.3,Não,Não
AL03241,34,Administração,Matutino,Presencial,Brusque,2661,10.8,75.4,8.9,48,94.7,6,4.4,Sim,Sim,Sim,7,6.8,Sim,Sim
AL03242,31,Desenvolvimento de Sistemas,Noturno,Presencial,Brusque,2156,3.5,70.5,7.3,28,81.9,6.7,7.5,Sim,Sim,Não,7,5.9,Não,Não
